名字,正文,时间,text_result
"
风不二",还有一点要告诉你这个傻货，非典的病毒是在果子狸身上找到的，但是它只是中间宿主，最源头的宿主并没有找到，不一定就是是网上说的蝙蝠，那只是和非典相似病毒，不是一样的。这次的病毒即便最后能在海鲜市场某种动物身上找到，也只是中间宿主。懂了吗？多看点文章，不要充当傻白甜，拉低中国人的智商！ ,20191208-20200122,
"
秋衣少侠",你太善良了 ,20191208-20200122,
"
小胖宝宝昌",丫特么都死了 ,20191208-20200122,
"
脑残粉没有亲人",太平盛世过久了，最起码的忧患意识都丧失了 ,20191208-20200122,
"
风不二",你这种没脑子的人没有一点辩证思维能力。他是22号说的，说来自于野生动物，但是来自什么动物呢？哪一家卖的动物呢？最开始感染的是谁呢，4天过去了，全国人民和无数媒体怎么都没有找到呢？非典的病毒源头到现在10多年都没有找到呢！他老兄几天就能确定病毒源头？恐怕是媒体的断章取义。 ,20191208-20200122,
"
风不二",别说没用的，把那个说过“确定”病毒是来自武汉海鲜市场的“专家”给我找出来。 ,20191208-20200122,
"
风不二",哪个专家说的？哪个专家确定是海鲜市场的野味带了病毒？哪种野味带的病毒？注意是“确定”哦，不是那种“好像”“可能”之类的，你给我找出来，你找出来我同样给你吃了。 ,20191208-20200122,
"
风不二",我说的就是SARS病毒。云南只是发现了携带近似SARS病毒的蝙蝠。注意是“近似”，不是完全一样的。这个报道和文章我仔细看了的。 ,20191208-20200122,
"
风不二",我说东你说西，我让你找出确定是野生动物传播的权威链接你在和我扯打仗不打仗。你是连幼儿园小朋友的理解能力都没有吗？好吧，为了照顾你的智商，我再和你说明白点，警察如果在一个房间里发现一个人死了，你说他要不要先排除他杀呢？是有多蠢的人会认为世界没有坏人，这个人肯定是自杀不是他杀呢？ ,20191208-20200122,
"
耿耿耿耿1",华大基因出卖华人基因被罚 ,20191208-20200122,
"
你看着很好吃0112",请问，美国乙型流感，1200万人感染，是外星人投毒吗 ,20191208-20200122,
"
你看着很好吃0112",美国乙型流感，1200万人感染，是外星人投毒吗 ,20191208-20200122,
"
Leahy2015",讨论病毒？当年731部队不记得了， ,20191208-20200122,
"
我是鸡哥小美丽",小窗给你了 ,20191208-20200122,
"
晕哦也饿啊",？？？？？？我说得非典sars病毒，我没说新冠肺炎病毒原宿主是在蝙蝠身上啊？？？？非典sars病毒的自然宿主的确是在果蝠身上发现的啊，在云南被发现的，你可以自行查询 ,20191208-20200122,
"
锦瑟流年ff",你没文化也别瞎说！ ,20191208-20200122,
"
风不二",没有确定是蝙蝠，而是怀疑是蝙蝠。不要被人带偏了，自己仔细看看相关报道把 ,20191208-20200122,
"
风不二",你是美国间谍把？ ,20191208-20200122,
"
风不二",天生没脑子的吧？你找出来确定是野生动物的链接我给你吃了！傻白甜一个 ,20191208-20200122,
"
小羊胃胀",？我笑了 ,20191208-20200122,
"
茹C_C精彩",为什么传染的没有美国人 ,20191208-20200122,
"
VictoriaJustice酷猪国际后援会",之前中国没有SARS哦 ,20191208-20200122,
"
沈阳漫卷茶风",不是。那怎么的，清朝一闹瘟疫就是美国弄的啊 ,20191208-20200122,
"
寻缘闹星空",不得不防。军人就该军人的思维 ,20191208-20200122,
"
大斌哥2015",你脑子有问题，大国争斗是各方面的…… ,20191208-20200122,
"
yachneivanyao",既然无法证伪也无法证实 那为什么就要听一家之言呢 合理范围内各种情况都讨论不行吗 ,20191208-20200122,
"
啊418",别造谣好吗 ,20191208-20200122,
"
我系F-jun之",哈哈，美帝国手上有解药，怕什么！作为中国人该清醒清醒 ,20191208-20200122,
"
我系F-jun之",当时他发表这个讲话，过了不久就去世，所以你好好想想 ,20191208-20200122,
"
HEARTMAKER_",印度是因为温度高好不好 ,20191208-20200122,
"
hmy42868",而且说到吃这些东西，广东人不是吃的更多么，并且以往的传染病，都是春天的时候，但是这次确实冬天 ,20191208-20200122,
"
徐小帅儿",那坐等你公布咯 ,20191208-20200122,
"
第三人称aaaa",证据在实验室里 ,20191208-20200122,
"
贩卖星河和小宇宙",拜托，不要在这传谣了行不行，就是你们这些人，捣乱大众视线，让大家更恐慌，现在最主要的就是大家都好好在家呆着，别出门！别在那有的没的乱说，说的不好给你逮起来 ,20191208-20200122,
"
郭慧凤",春运人流集中利于细菌扩散 ,20191208-20200122,
"
沈浪的车江湖",他死不死关疫情屁事 ,20191208-20200122,
"
郭慧凤",他说了以后就死了，你看看百度信息呀 ,20191208-20200122,
"
金刀王",投票O金刀王 ,20191208-20200122,
"
Eric-孑然一身",看到有人骂你我就放心了 ,20191208-20200122,
"
熬夜退役选手ss",@幼稚园大班在读生 细思极恐 ,20191208-20200122,
"
Hunterest",@Carriewwf ,20191208-20200122,
"
夏橙与香月",如果不能核武器，也说不定有这种可能性～ ,20191208-20200122,
"
貌如一帘幽梦",你也太武断了，将军敢乱说话？我告诉你，非典还真不传染白人！就这么巧两次都是肺部病毒？为什么以前吃蝙蝠蛇肉不感染？不信看看这次冠状病毒，如果不出意料，对白人威胁也不大，要么就是美帝或者美帝控股公司几个月后很快公布破解方法，意在拖垮我们，造成重大损失，但是西方人并不会灭国！我纯属猜测 ,20191208-20200122,
"
Ahaouchooray",我错了现在真的信了，都是????干的，太坏了。汶川地震肯定也是他们干的 ,20191208-20200122,
"
小鸟大爷爷",大家都别屁话了，三四月份的时候再打开这段话吧。 ,20191208-20200122,
"
Ahaouchooray",这种消息你应该多发微博微信，让大众都知道是????下的毒，你就会成为人民英雄，军事专家，国际关系专家。前途无限 ,20191208-20200122,
"
Ahaouchooray",我猜得跟专家一样 ,20191208-20200122,
"
青椒蕃茄poi",加拿大死人都是华裔？都是黄种人？怕是脑子里灌屎了。中国SARS的时候很多省份都没有发病，毒王周围的人也没有问题，是不是他们散的毒啊？ ,20191208-20200122,
"
小鸟大爷爷",2002年12月非典开始，2003年3月伊拉克战争开始。。。。。。。。2019年12月武汉病毒开始，2020年1月美伊冲突，那么你猜，接下来三，四月份是不是很有可能开始美伊战争？？？？大家就拭目以待吧。 ,20191208-20200122,
"
tkhsnnxk",人家把华裔当自己人?你搞笑呢。你会把入中国籍的尼哥当自己人?再说了，华裔的比例那么小，经济条件也都还行，完全不需要担心医疗条件哈! ,20191208-20200122,
"
Ahaouchooray",感谢专家提醒 ,20191208-20200122,
"
天的岸的彼端",沙皮 ,20191208-20200122,
"
天的岸的彼端",因为本来就是假的 ,20191208-20200122,
"
东出之心不可无",问题来了，美国真要干，为什么要传染香港香港废青不是他们儿子吗，哪有毒自己儿子的 ,20191208-20200122,
"
东出之心不可无",咱也不敢说，也不敢问 ,20191208-20200122,
"
凝望崖山",美国没有华裔吗？没有新移民的华人吗？没有资格留学生吗？一个超级大国想搞点这些东西太简单了，根本没必要去跟什么基因公司合作，不要相信这些阴谋论。 ,20191208-20200122,
"
笛_安安_",@叫我不靠谱先生 ,20191208-20200122,
"
什么什么然就是这么可爱",神奇的是 美国就一例 还不会增加。 ,20191208-20200122,
"
蓮蓮真的不喝了",@元気树 ,20191208-20200122,
"
蓮蓮真的不喝了",对啊，那么多地区卖野味，可偏偏发生在武汉 ,20191208-20200122,
"
开源AI",神烦那些动不动就说别人造谣的 ,20191208-20200122,
"
D_Donguazi",十万未免也太多了吧，要是那么多人不行，家属不早就闹起来了，wh政府还压的住？ ,20191208-20200122,
"
兔小妞妞妞妞妞妞妞",@相勿橋 ,20191208-20200122,
"
16届湖工117寝室",666，章口就来还真牛逼，键盘侠没少当啊宝贝 ,20191208-20200122,
"
16届湖工117寝室",666，理亏?没文化?理解666啊，你说的话还真要自己好好看看宝贝 ,20191208-20200122,
"
人地吃药我饮茶",这个可能性是有的，不要对美国有任何好的想法 ,20191208-20200122,
"
人地吃药我饮茶",那可能是美国针对黑人的病毒 ,20191208-20200122,
"
人地吃药我饮茶",白人免疫 ,20191208-20200122,
"
人地吃药我饮茶",可能是假装，也可能是黄种人 ,20191208-20200122,
"
my_crazy_soul",你也是逗，实实在在死了人的在你那是混淆视听，国家告诉你别吃野生动物，你偏吃，得病了怨美国人，您整挺好 ,20191208-20200122,
"
my_crazy_soul",有可能是的就别说了，上次那个说有可能的已经被带走了 ,20191208-20200122,
"
16届湖工117寝室",好好读书，我觉得不加思考的喷别人脑子好不好使，你脑子好不好使呢?宁愿信阴谋论也不愿像你一样做个网络喷子呢 ,20191208-20200122,
"
与yu梦境为邻",有人搞鬼呗， ,20191208-20200122,
"
我才是Inin呀",先笑笑自己的无知，以及那张舔美的奴样。这么不讨好自己国家，建议移民。 ,20191208-20200122,
"
小三叔-Mitfizz",楼主是不知道美国现阶段生物技术有多牛逼。拉美左翼领带人集体患癌难道真正是巧合吗？忘了查韦斯临死前说的话吗？ ,20191208-20200122,
"
Mztc静临汐言",第一例这个病的正常啊，别人没吃野生东西，每天骑车经过华南海鲜市场，在汉口火车站工作，去过华南水果批发买水果，然后被感染。专家说病毒来源可能是野生动物=你吃野生动物感染？？那么请问只是在汉口火车站转程回北京就感染的是吃了什么野味吗？为什么不能怀疑是有人携带未知病毒入境 ,20191208-20200122,
"
脏脏呢-",做梦梦到的嘛????害 ,20191208-20200122,
"
为了SCI",你别引我笑好吗，who统计的也是这个数字，美国不是两个月，是半年，而且每年都有，死的人数也差不多，统计的也是流感相关死亡，有啥争辩的 ,20191208-20200122,
"
我才是Inin呀",这是中国所有呼吸疾病。美国两个月乙型流感。有何对比性？你怎么不去拿美国每年被枪死的人出来比较呢？还有一个人口基数问题。中国人口14.5亿，会算吗？ ,20191208-20200122,
"
余老板与它的蒸汽波",只是猜测而已 ,20191208-20200122,
"
Yao星小瑶",你真的无知 ,20191208-20200122,
"
为了SCI",看看中国每年死多少 ??评论配图 ,20191208-20200122,
"
我才是Inin呀",请关注美国乙型流感死亡六千多人了 ,20191208-20200122,
"
oddada",太赛博了草 ,20191208-20200122,
"
JetaimeCC0302",之前不是他们两台飞机洒什么鬼东西美国不也有很多人不舒服了吗？我是有怀疑的，毕竟基因战是最容易空手套白狼的。 ,20191208-20200122,
"
阿雲萬事屋",好这事还是别瞎想 ,20191208-20200122,
"
酒后艺术表演大师",卖给了牛津大学，美其名曰为人类进步而科研 ??评论配图 ,20191208-20200122,
"
Hgw07",世界上发现的有六种冠状病毒除sars与mers是严重其他的都不严重，任何新发现的病毒都需要研究时间，现实点说你平时有个头疼脑热不是先吃药而是立马去医院做各种sars检查？当时海鲜市场出现的患者及密切接触者也都隔离或者观察中，并且中央也下来人了，你觉得最好出现病毒就立马全城隔离是不现实的。 ,20191208-20200122,
"
帅气的欧尼撒嘛",你他妈过年能不能别那么嘴臭，那如果是有人投放病毒，真的查不出来吗你把国家当傻子？有证据？吃野生动物是发布出来的消息，是我个人主观臆断？你说别人往我吃的东西里面下毒，但前提我吃的东西正常 我请问你最开始得这个病的人吃的东西正常不正常？你吃的东西本身就带病，然后你说不怪食物是有人投毒 ,20191208-20200122,
"
岁在己丑",@不高兴与没头脑duang ,20191208-20200122,
"
tori78659",配音的有点尬 ,20191208-20200122,
"
知足9是福v",确有此事，报道后都不了了之 ,20191208-20200122,
"
知足9是福v",到底卖给谁了，以后是不是要做针对性的生化武器 ,20191208-20200122,
"
wv阳光明媚", 这他妈也太扯淡了，，，，传染病全球传啊。。。。没证据就别瞎说。 ,20191208-20200122,
"
为了SCI",图片评论 ??评论配图 ,20191208-20200122,
"
精品-原单",股开始大跌了， 这不正就是美想要的？ ,20191208-20200122,
"
精品-原单",股开始下跌了， 港也一样， 美 这棋下的狠 ,20191208-20200122,
"
YZBBTURBO",您的数据哪来的 ,20191208-20200122,
"
精品-原单",古开始跌了??????更加怀疑是美 ,20191208-20200122,
"
StarLord0",没有必要活在证据不确凿的阴谋论中 ,20191208-20200122,
"
小皂儿不肥",不信谣，不传谣，口型都对不上 ,20191208-20200122,
"
王小坏i",真的悲哀 ,20191208-20200122,
"
下着小雨啦",不说非典到底是不是????搞得，但是评论中不相信存在基因战争，基因武器的……是不是太天真了。 ,20191208-20200122,
"
野人一醱",混淆视听 ,20191208-20200122,
"
扎扎飞飞",你还真说对了，澳洲加州大火就是美国的气象武器干的，去年几次想引台风到中国，都被吹到日本去了，由于过度消耗太平洋海里水气能量，导致今冬太平洋沿岸异常炎热，南方的小伙伴应该深有感触，更别说澳大利亚了和加州了，一点雨水都没有，有大火不奇怪，澳大利亚应该找美国算账，可惜它不敢。 ,20191208-20200122,
"
星辰甜",鼠年不太平 ,20191208-20200122,
"
大表哥ro",2003年非典时期中国占比96％，剩下全世界也才4％，而且这4％里面有一大半是华人华侨 ,20191208-20200122,
"
为了SCI",图片评论 O网页链接 ,20191208-20200122,
"
萌萌臭5754604784",你仔细看看，是不是自己脑子里的浆糊从耳朵冒出去，堵住的 ,20191208-20200122,
"
为了SCI",中国只是不主动报给你 O网页链接 ,20191208-20200122,
"
萌萌臭5754604784",比如说你，就是个白痴？ ,20191208-20200122,
"
为了SCI",以前的瘟疫的确不少，但只针对华人基因的病毒不可能是大自然孕育出来的 ,20191208-20200122,
"
为了SCI",中国流感每年死了8w，拜托调查清楚再来发炎好吗 ,20191208-20200122,
"
为了SCI",那美国好好发展不好吗，搞个毛贸易战，科技战，闹的凶凶的干嘛呢 ,20191208-20200122,
"
为了SCI",仿佛在逗我，， ,20191208-20200122,
"
为了SCI",说真的，我们并不想笑，只感到气愤 ,20191208-20200122,
"
青云居上",你敢换大号吗？ ,20191208-20200122,
"
妮儿ninier",天真 ,20191208-20200122,
"
妮儿ninier",我可以很肯定的告诉这些质疑的网友，这是真的！！！ ,20191208-20200122,
"
吹失了的风",收到，谢谢您了 ,20191208-20200122,
"
猫柯柯柯",转移全球人的注意力。前段时间热搜都是美国与伊朗，而现在都是新肺炎。 ,20191208-20200122,
"
Fourdimensionalspace",看你微博，你说的那些话可有证据？哈哈哈，双标狗 ,20191208-20200122,
"
广州万佳服饰有限公司",细思极恐 ,20191208-20200122,
"
阿曼达33",我记得之前有日本人说过，日本人感冒了连男女朋友都不见面。不过非典确实挺奇怪的，都是华人得病。 ,20191208-20200122,
"
小双喜6397859538",和平与战争是同时存在这个星球的，只是人类离不开地球，而又不想人口爆发自毁灭亡，所以，中美和中东恐怖分子三者缺一不可。嘿嘿 ,20191208-20200122,
"
我是鸡哥小美丽",我估计物流也会受影响，并且... 今年春节最火爆的年货，线上供应... 也挺紧张的吧 ,20191208-20200122,
"
请叫我秀儿sy",有口罩链接吗买不到口罩 ,20191208-20200122,
"
成天笑X",同一个世界 同一个爸 ,20191208-20200122,
"
我是鸡哥小美丽",《抗战防疫进行时》十有八九，目录能比对上，大家可以看看！ ,20191208-20200122,
"
光复君士坦丁堡",武汉还是全国最先进的生物化学实验室，他们就是打算挑衅中国 ,20191208-20200122,
"
欠欠欠欠扁啊",码一下 ,20191208-20200122,
"
脏脏呢-",因为想起来非典????然后做梦就梦到是不是美国 但是没有那么仔细 ,20191208-20200122,
"
我是鸡哥小美丽",那钓鱼岛的游街政府批准的吗？港独的游街呢？不是宗教性质的游街以及集体活动都不违反民法和刑法 ,20191208-20200122,
"
我是鸡哥小美丽",似乎是抗战防疫进行时，大家看看这本书是不是，时间内容章节十有八九能对的上 ,20191208-20200122,
"
我是鸡哥小美丽",咦？你看的全乎咩？小窗给你原图吧 ,20191208-20200122,
"
我是鸡哥小美丽",当播报阴谋论成立时一定是手握铁证的。暴动不是见血的那种，游街主战会有。比如钓鱼岛事件，有游街，打砸日本汽车，日料店各种的，这已经是暴动了。我不怀疑任何国人的爱国，但是爱过的方式有的人很激进，并且不在少数。 ,20191208-20200122,
"
我是鸡哥小美丽",你再看中国的铁路交通枢纽点 O网页链接 ,20191208-20200122,
"
我是鸡哥小美丽",好的！我觉得十有八九是那本。谢谢你 ,20191208-20200122,
"
我是鸡哥小美丽",就对这回子的流感吧，人体接触都能传播，封城是必要措施，那春节后返回工作地的人流又怎么办？现在控制下来了传播，但是我觉得爆发在春节后大规模的人口迁移。给社会带来的影响其实也不小。如果要控制范围，社会基础工作结构就会有变动，继续维持原有的社会运转，就会大范围爆发。就像抽将，难有双全。 ,20191208-20200122,
"
我是鸡哥小美丽",再一个，相对来说中国的经济是在下滑的。国家已经尽了很大力气来安抚群众，粉饰太平了。这是必要的对内政治手段（好比新闻联播，它必有领导人为群众做了什么，去了哪里视察，然后播报国内事件，之后就会有国外事件，混乱的居多，对比一下，国内真的很美好）信息越多元，越要宣传爱国主义（影视审查） ,20191208-20200122,
"
叫徐克义",不管什么屎盆子只要是扣到美国人头上就是爱国 ,20191208-20200122,
"
五哗肉",我爸也这样说的！ ,20191208-20200122,
"
我是鸡哥小美丽",为了发图，冲了个VIP…… ,20191208-20200122,
"
我是鸡哥小美丽",图片评论 O网页链接 ,20191208-20200122,
"
我是鸡哥小美丽",图片评论 ??评论配图 ,20191208-20200122,
"
小七不污",是 有准备了 送检的时候还送上海不送武汉本地 卧佛了 ,20191208-20200122,
"
我是鸡哥小美丽",中国药科大学把rna测出来了，现在就是说年轻人不容易得，把结构搞清楚，研究药物！加油！会好的！！！ ??评论配图 ,20191208-20200122,
"
Sara与柠檬",扯淡到这个地步上就过分了 ,20191208-20200122,
"
我是鸡哥小美丽",似乎是抗战防疫进行时，大家看看这本书是不是，时间内容章节十有八九能对的上 ,20191208-20200122,
"
我是鸡哥小美丽",我也不是策划人，你要这么问我也无法给你你满意的解释呀现在就是提出看法。关于这个事件的阴谋论也只有讨论的价值，你要真想要一个正确与否，可能只有若干年后的历史课本能满足你了。因为不可能会有CCTV或者党中央，疾病控制传播中心等等任何形式的权威说出这个事实。会引发恐慌，暴动等等 ,20191208-20200122,
"
阿雲萬事屋",这也能梦到????你全球观念挺强啊 ,20191208-20200122,
"
二月-十六",我突然在想，你真的居住在大陆吗？为什么一些大家心知肚明的东西你都要杠 ,20191208-20200122,
"
Strawberry草莓馨",博主说的其实是很有可能的，但是我们应该深思并且扪心自问一下，如果我们没有去伤害那些无辜的野生动物，不这么肆意妄为残杀这些甚至好多是保护动物来满足所谓的享受，怎么会出现这样的情况，被人抓住把柄反而嫁祸给野生动物不是不可能，所以 我们到底还怪谁呢？只有好好反思自己才可以阿！ ,20191208-20200122,
"
我是鸡哥小美丽",应该是抗战防疫进行时，我看了图书信息，十有八九是 ,20191208-20200122,
"
请叫我秀儿sy",名字是啥 ,20191208-20200122,
"
D_Donguazi",？？？太迷惑了 ,20191208-20200122,
"
Strawberry草莓馨",想想为什么偏偏是武汉 能够迅速传播到全国各地 这不是没有可能好吗 当然了最主要还是要探究我们自身问题，如果没有这么多人残杀动物大吃野味 也不会有被不好心的外国人抓到把柄最后嫁祸到野生动物身上这个可能，所以我们一定要改正一身错误一起抗击那些想要伤害我们的一切！！ ,20191208-20200122,
"
橙子圆要发达_",美国其他年份打别的国家的时候怎么没有？？ ,20191208-20200122,
"
wanssym",@列比列比 @oddada @為善最苦 ,20191208-20200122,
"
我是鸡哥小美丽",说的太合我意了！ ,20191208-20200122,
"
我是鸡哥小美丽",并且基因编辑人工的增删基因段美国确实有了这个技术，这些人在微博叨叨科技没这么发达是不看热搜？这不前段时间才有人类第一例编辑基因天生抗艾滋的婴儿降生吗？不就是美国的技术吗？并且戾气还很浓，感受到了鸡同鸭讲的无奈，真的是有种对牛弹琴的感觉 ,20191208-20200122,
"
我是鸡哥小美丽",不是容易发病，是容易传播，汉中铁路线很密集，全国通，春运又是中国流动人口迁移规模最大的必然事件，真的很令人怀疑。非典据说也就是赶在春运上没防范好... 真的很令人怀疑 ,20191208-20200122,
"
我是鸡哥小美丽",我觉得携带的不会是运动员，因为这种大型的赛事会有检疫 ,20191208-20200122,
"
我是鸡哥小美丽",有是有，毕竟碱基配对都能出错，有相似的基因段感染也很正常，病症可能不如专门针对的那种严重吧，毕竟不在一线参与，时间又过了十多年，也不是很清楚。这件事情的阴谋论本身也只有讨论的价值，因为国家不可能在CCTV或是官博权威平台公布阴谋论正确与否，会引发社会恐慌的。尤其现在港台挺躁动的 ,20191208-20200122,
"
请叫我秀儿sy",天哪，刚才我爸也这样说，恐怖 ,20191208-20200122,
"
请叫我秀儿sy",恐怖 ,20191208-20200122,
"
我是鸡哥小美丽",可事实已经有了啊，第一例人为编辑基因达到天生抗艾滋的个体已经诞生了。就是美国的实验室。 ,20191208-20200122,
"
我是鸡哥小美丽",对！相信国家！相信我们自己！武汉加油！中国加油！ ,20191208-20200122,
"
我是鸡哥小美丽",自然宿主，能跨物种传播致病的病毒并不多，花数十年找到了，在此期间病毒依然可以传播并致病，可非典在没出现过。基因不知可以筛选也可以改变病毒的基因段成为新的病毒。没有否认任何一个国家的科研努力，我舅母和发小妈妈是中科院的，到现在还在研究艾滋，研究西南种植资源拮抗药物，非典爆发确实反常 ,20191208-20200122,
"
Mztc静临汐言",你放毒你没解药吗？潜伏期这么长不够他回国？就算真的是外籍人士搞鬼会公开报道？除非想正式开战，不然这种事都只能憋着。当然你可以坚持自己的想法，果子狸吃了蝙蝠，人又吃了这个果子狸感染了病毒。事实上没人知道传播途径，别人给你吃的东西注射鼠疫，你家发现老鼠，我也觉得是你吃老鼠得的。 ,20191208-20200122,
"
我是鸡哥小美丽",似乎是抗战防疫进行时，大家看看这本书是不是，时间内容章节十有八九能对的上 ,20191208-20200122,
"
樱桃不想变丸子",中国公民自身也应该检讨的 ,20191208-20200122,
"
黑人不是双少",Us那个两天就治好，是什么意思？？？机器人打疫苗，人家是有了病毒再研制疫苗，他那个直接有疫苗，夸张，埃博拉他也有疫苗 ,20191208-20200122,
"
源小悠菜",？？？原来大家的大学政治老师都这么说过？我老师也说过，就在课上很笃定的 ,20191208-20200122,
"
1NANE",我这个评论上热评，有太多小粉红和阴谋论者来怼我了，直接网上和我对线 ,20191208-20200122,
"
帅气的欧尼撒嘛",你说外籍人士携带病毒，那那些外籍人士在哪里呢？？是在中国，还是回自己国，在中国不可能不报，回自己国，那他们自己国不也开始扩散？？ ,20191208-20200122,
"
一一一一Isabel",我就是一个猜想，如果能答疑最好了，谢谢！戾气不要太重 ,20191208-20200122,
"
混吃等死哈",蹲 ,20191208-20200122,
"
Viking_楼兰86253",有谁看完评论感到悲哀的 ,20191208-20200122,
"
我有个阿sir",中国早有准备了，不然你以为这次的肺炎这么快就有人康复出院，还统一配送了检测试剂盒？ ,20191208-20200122,
"
小七不污",都啥时候了 害在这里基因战 行吧 然后呢 你去上报中央呗 上面都是傻子 查不出来 得靠我们民众推理出来 ,20191208-20200122,
"
1NANE",哈哈原视频说的是美国研制的病毒，将哪两种病毒的dna拼合在一起制造粗来的可能把dna拼在一起就是新品种了吧，那把他和蝙蝠的拼在一起是不是可以制造蝙蝠侠 ,20191208-20200122,
"
T8kmot9",一直怀疑。 ,20191208-20200122,
"
我有个阿sir",我说了SARS只攻击om175基因，你能保证汉族人都有这个基因，或者别的种族没有这个基因吗？ ,20191208-20200122,
"
大浪瓜",印度卫生条件差，早已经百毒不侵 ,20191208-20200122,
"
1NANE",艾跃进是马克思主义硕士，军事思想理论教授，瞎掺和病毒领域的话题干嘛呢 ,20191208-20200122,
"
我有个阿sir",就是针对om175基因进行攻击，这个基因大量存在于汉人人群中。 ,20191208-20200122,
"
1NANE",人类技术没达到那个水平，你以为想从哪里剪开基因加一段进去就可以吗，你以为从几十亿对碱基对里识别出区别人种的基因片段很简单? ,20191208-20200122,
"
我有个阿sir",不害怕，只是只攻击有om175基因的汉人 ,20191208-20200122,
"
我有个阿sir",老子上学的时候你妈还在洗脚城呢 ,20191208-20200122,
"
1NANE",当时只是猜测，17年正式找到宿主并发表论文 ,20191208-20200122,
"
我有个阿sir",SARS只进攻有om175基因的汉人 ,20191208-20200122,
"
1NANE",你太高看人类的科学技术了 ,20191208-20200122,
"
我有个阿sir",没证据就不要管了。真的服了，老蒋打日本的时候，日本人搞细菌战，连美国人都不知道，打完了才知道的。如果日本人打赢了，可能我们永远都不知道…… ,20191208-20200122,
"
technocrat",华裔 ,20191208-20200122,
"
EspanaRamos",试想一下美国敢在他国领土公然猎杀伊朗高官，那美国研制基因生化武器又算得了什么？ ,20191208-20200122,
"
撒旦家的猫妖",蹲一个 ,20191208-20200122,
"
佳佳lilian",不算特别的正中央，应该只是说在内陆，是和交通要道。 ,20191208-20200122,
"
孤独89292",媒介就是蝙蝠动物野生的，其中还有其他野生动物，那边菜市场你知道都有啥吗？狐狸，竹鼠，灌，狼，大雁，天鹅，鳄鱼肉等 ,20191208-20200122,
"
别太暴力了",相对来说目前中国对于美威胁最大吧，当然和平的情况互相作用也是比较大的，但是最近伊朗问题对吧 ,20191208-20200122,
"
别太暴力了",目前来说美的情况存在的可能性较大，不是不怀疑其他国家，也不是说觉得不是野味的问题，都是有可能的 ,20191208-20200122,
"
别太暴力了",可以怀疑但是，像你说的那样直接主观判断觉得就是xxx怎么的就不对，毕竟是怀疑没有证据 ,20191208-20200122,
"
别太暴力了",可以说有可能之类的话，但是如果说出肯定的话那真的就是有问题 ,20191208-20200122,
"
想做一只毛不易掉的牙刷",你这样说很对，如果真是美国搞的鬼难道不是阴谋？ ,20191208-20200122,
"
Angus_Yan",哈 别是个傻子吧 ,20191208-20200122,
"
林英俊的大宝贝",我还能知道要咋办了？不是现在知道打不过了，本来就是一直都知道打不过。别人有无劝啥伊朗我不知道，况且你说得好像那些人说话有用一样。 ,20191208-20200122,
"
黎明之前47777",郑州现在2例了 ,20191208-20200122,
"
黎明之前47777",中原呢？ ,20191208-20200122,
"
-520PM-",@leunglittlekitFan- ,20191208-20200122,
"
笑出腹肌就好了",艾跃进是著名的南开教授，死后都上新闻的人。 ,20191208-20200122,
"
青椒蕃茄poi",非黑即白是你还是我啊？我告诉你，没有证据四处BB的人有2种，一种叫造谣，一种叫非蠢即坏 ,20191208-20200122,
"
青椒蕃茄poi",美国拍个电影就有灭亡他国的嫌疑？什么逻辑？ ,20191208-20200122,
"
青椒蕃茄poi",都被别人散病毒了，你怎么知道政府不会出来说？吃瓜群众也有政治思维？搞笑。 ,20191208-20200122,
"
Angus_Yan",没经历过的03非典的崽子 别说话了 ,20191208-20200122,
"
小小的屁猪",@紫光阁 @平民王小石 @人民网 。。 ,20191208-20200122,
"
二月-十六",小学生？世界非黑即白？ ,20191208-20200122,
"
猪妹家的二狗哥",而且说实话真心觉得你的学历应该不超过高中 ,20191208-20200122,
"
Angus_Yan",野味 明白什么意思么 体育老师教的语文 ？ ,20191208-20200122,
"
阿廖沙和娜塔沙永远相伴",那咋办，病毒是美国造的，我们得复仇吧。现在知道自己打不过了，我看伊朗事情的时候，咋都在劝伊朗开战， ,20191208-20200122,
"
余生一个小凯薇",嗯 ,20191208-20200122,
"
SparkJLEN",?????? ,20191208-20200122,
"
林英俊的大宝贝",开战也打不过啊 ,20191208-20200122,
"
诗心匠躯",口型声音对不起来啊？？？！！！ ,20191208-20200122,
"
我是一个小菜鸡_",B站有原视频，南开大学艾跃进国防教育20还是21 ,20191208-20200122,
"
蝎子有毒_寳",搞笑吧，我又没有说是美国干的，说的像美国没有拍过别国的电影样 ,20191208-20200122,
"
青椒蕃茄poi",你脑洞大，你怎么不飞上天，联想到外星人啊？ ,20191208-20200122,
"
轨迹79356",邪教共济会的人口清除计划 ,20191208-20200122,
"
二月-十六",假设真的是美国干的，政府就会说出来了？这么天真 ,20191208-20200122,
"
大头铜钢钢",其实我刚开始也觉得有没有可能是国外投过来的病毒。。 ,20191208-20200122,
"
二月-十六",我只想说现在的联合国规定有啥用。。 ,20191208-20200122,
"
YZBBTURBO",美国流感死了几千人，别的地方没死人，说明中国也研发了基因武器嘛 ,20191208-20200122,
"
YZBBTURBO",各种医学生物学专家花了10几年研究这种病毒来源，您仅凭自己强大的意淫能力，就觉得有道理，佩服 ,20191208-20200122,
