名字,正文,时间,text_result
"
梦醉浮生泪",只能说危害性上平级吧？真从进化角度来论新冠比SARS更容易生存传播 ,20200210-20200213,
"
谈渡桥",右边就是故意的，WHO和国内顶尖专家都说的是新病毒较SARS病毒传染性更强、毒性更弱，如果新冠衰竭更快，怎么可能毒性更弱？？？所以右边只是等自己想听的话然后借题发挥罢了。 ,20200210-20200213,
"
想当良工的三炁先生",平级的，按中医的说法，sars属于金疫，新冠属于木疠。 ,20200210-20200213,
"
吊睛白额小老虎01",那个让换掉了 ,20200210-20200213,
"
迷醉的绿灯塔",唉! ,20200210-20200213,
"
蛋母",我也这么觉得 ,20200210-20200213,
"
微不足道3589",嗯????我觉得2月底不到????就该肃清了????，只要一直有血 ,20200210-20200213,
"
梦醉浮生泪",但要说高级肯定新冠高……毕竟人死了它也得死……这病毒是sars升级版本 ,20200210-20200213,
"
不见米的大米汤",德云社来的吧 ,20200210-20200213,
"
韩兆坤同学",说实话了 ,20200210-20200213,
"
念白控writingfish",还会突然转重症 ,20200210-20200213,
"
希瑞不是女汉纸",我也是想问这个 ,20200210-20200213,
"
啊箱箱箱箱",全国人民一起，心连心，定能战胜疫情 ,20200210-20200213,
"
大呱呱蛙",看过一个纪录片截图就是说如果中国不关闭野生动物市场这些病毒还会回来，到时候产生的影响会更大，一语成谶。 ,20200210-20200213,
"
-天气秋",??????！！！ ,20200210-20200213,
"
老不老郁",其实我们老祖宗没条件作各种药物试验，所以都没写副作用。但是老祖宗可是明确告诉你“是药三分毒”，就是至少有三分毒，只多不少。 ,20200210-20200213,
"
老不老郁",老年重症患者是被基础疾病害死。年轻重症患者应该是被自己刹不住车的免疫系统害死。 免疫系统自身被过度触发就会连正常细胞也一并杀死。整个呼吸系统就衰竭了，很快死去。估计李医生大概率是这种情况。 ,20200210-20200213,
"
老不老郁",你以为医生是神啊？其实说白了医生是个靠经验吃饭的工种。一个“新冠”的新就说明医生对它不了解，主要靠类似病例猜测。 ,20200210-20200213,
"
老不老郁",对哦！“新”=不知道=危险 ,20200210-20200213,
"
老不老郁",老年重症患者是被基础疾病害死。年轻重症患者应该是被自己刹不住车的免疫系统害死。 ,20200210-20200213,
"
聪明的匆",@眯眼看Q ,20200210-20200213,
"
icexoo",卖一块口罩罚六万，政府统一采购卖2快的不解释下？ ,20200210-20200213,
"
尼姑庵保安队长",楼里的笑你妈呢 ,20200210-20200213,
"
Mikasaed",@KmSeibr 确实 ,20200210-20200213,
"
SunsetFantasy",哈哈哈哈哈哈好巧好巧 ,20200210-20200213,
"
李N苗",这位专家这么说有的简单了，可能应该是发现了新冠肺炎病毒攻击心脏及多脏器衰竭比SARS厉害，但肺脏攻击没有看到比SARS厉害 ,20200210-20200213,
"
youngwilly",需要算一下的是你 ,20200210-20200213,
"
再回首_34637",心情沉重 ,20200210-20200213,
"
bling主谓不一致",希望可以尽快控制，中国加油！ ,20200210-20200213,
"
柴阳阳呀",。 ,20200210-20200213,
"
想你的日子真难熬啊",转发微博 ,20200210-20200213,
"
云豹1111",一个社会当说谎变者不需要承担谎言被揭穿的结果时。特别是当官的说谎能获得更多利益时，那谎言的成本最终将由全体国民承担。 ,20200210-20200213,
"
我就想改个名字可以不",是你太天真 ,20200210-20200213,
"
琑儿永远爱哥哥",希望一切快点好起来，祈祷??(??????????)?? ???? 加油 ,20200210-20200213,
"
YIVI12138",太恐怖了，大家一定要保护好自己，不要出门 ,20200210-20200213,
"
I江山如此多嬌I",转发微博 ,20200210-20200213,
"
小四儿已弃疗",难道不可防不可控么？从流行病上来说，可防可控没问题啊，难道是我理解的不对？不可防的话戴口罩勤洗手干啥，不可控的话，除湖北省，其它地方病例确实在减少啊 ,20200210-20200213,
"
青龙取水28604",开始不是说传染性比非典大，但是发病后要轻的多，死亡率低的多。今天又变了？？？？？ ,20200210-20200213,
"
晴姍飛雪_104",直接提取血浆的抗体，量是不够的，自愈者和确诊者比例问题。 不过，用我的方法，筛选B，慢病毒感染(使其永生化)，量产搞定。 老早前，就特么推荐了。 ,20200210-20200213,
"
文成ZHOU",@威Wusaki @dvmacc ,20200210-20200213,
"
代号幽狼QinBo",可怕 ,20200210-20200213,
"
追星七天乐",没记错的话说可防可控的那位就是声称不人传人的那位吧，还不是他的锅？ ,20200210-20200213,
"
二水人青v5",也不能说非典死亡率高，毕竟10年前的医疗条件没有现在好 ,20200210-20200213,
"
懒猫族人DAYTOY",关键是没有任何行动，谁重视啊。新加坡航空1月2日检查武汉乘客体温，国内1月2日以及1月22直接的20天里，武汉人全国到处走，有哪个部门出来说话啊？ ,20200210-20200213,
"
梦别离离",说真话是一个良好的开端 ,20200210-20200213,
"
Hertzm",12月31日就上国内新闻了，但没人重视 ,20200210-20200213,
"
0何事秋风悲画扇0",非典100个人里面感染80个就是80%，这个肺炎1万个人里面感染800个才8%，按照这个逻辑肺炎感染率肯定没有非典高，不知道哪个沙币砖家作的对比 ,20200210-20200213,
"
轻抚狗头的温柔",。。。 ,20200210-20200213,
"
吸兔",说这话的是卫健委第一批高级别专家组成员，北大一院呼吸危重症医学科主任王广发。 ,20200210-20200213,
"
清轩啊啊啊啊啊",非典死亡率百分之十，谁厉害，以后有事杠精上， ,20200210-20200213,
"
chill_mate",传染性比SARS强 治疗难度比SARS大，可防可控 ,20200210-20200213,
"
尼古拉斯克卢沙姆兢舖哈",感觉魏璎珞才是新冠的原型！有仇必报！ ,20200210-20200213,
"
丨星宿一奇丨",之前不发达咧 ,20200210-20200213,
"
丨星宿一奇丨",不讲又说不公开不透明，讲了又说废话 ,20200210-20200213,
"
丨星宿一奇丨",不可防不可控现在早就完蛋了主要是有人不防不控 ,20200210-20200213,
"
satonakasizuru",之前强调的不一直是非典比新冠更强吗？这瞬间改小弟了？ ,20200210-20200213,
"
王一文Even",不防不控 又如何可防可空 ,20200210-20200213,
"
阿伊莎aisyah",提前把准备工作都做好，小孩的包被多准备几个，尿不湿，纸巾都多准备点，还有尿布，小孩儿换洗的衣服，还有自己的衣服，都一起放在袋子里，还有小孩的水壶，奶瓶，奶粉????，茶杯，勺子??????最重要的电话充好电…火车应该通了????让你老公赶紧回来 加油????你一定可以的 ,20200210-20200213,
"
越努力越幸運10320",看数据，看去一线支援的医护人数，看多了多少临时医院，对比一下就有答案了嘛 ,20200210-20200213,
"
星星信",有基础病的难治估计 ,20200210-20200213,
"
坚持力量",人才 ,20200210-20200213,
"
芸斋小谈",湖北要严厉封住，不能让有湖北居住史的人到处跑啊！！！很多人跑出去隐瞒病史，造成省外其他人感染的例子数不胜数！！！事后责罚不如事前规避，再这么跑出去，全国的努力都白费了！！！ ,20200210-20200213,
"
晴安Yi",加油 ,20200210-20200213,
"
膻冁",本来就可防可控但是他们没防没控 ,20200210-20200213,
"
豳寞殇",只是说有这类疾病基础的人治疗起来会比较困难，普通人及时发现制止这种伤害治疗起来是没有那么吃力的。 ,20200210-20200213,
"
猴大宝",这个没关系，新冠是急性起病，HIV的卡肺不是病毒直接导致的，而是卡氏肺孢子病，因为免疫力低间接导致的，慢性起病，影响学和憋气的症状很是相像而已 ,20200210-20200213,
"
88和80",面对复杂的病毒，一定要做好防护。 ,20200210-20200213,
"
Star_arrow",无论多严重????我们要听真话 正视才能面对 去TMD “正能量” ,20200210-20200213,
"
NA是爱阳光的葵葵",医护人员真的辛苦了！要一例例的救治，这么难真是恨死那些罪魁祸首了 ,20200210-20200213,
"
乙宅密",把轻症转重症的时间及比例等等公示出来，让人民看下清楚，比总该口风强的多 ,20200210-20200213,
"
我是好人呀Ya",加油啊 ,20200210-20200213,
"
天赐神助1969",坚持就是胜利 ,20200210-20200213,
"
王小姐今天学习八小时了吗",武汉其实很多人都是从轻症拖到重症了 医疗资源不够 都得病二十天了也住不上院的大有人在 看外地的重症率好像更合理一些 ,20200210-20200213,
"
红糖凉粉不加芝麻",是的 不过当时北京人去外地出差也没地方住哈哈哈 要被隔离14天 ,20200210-20200213,
"
蛐蛐儿lz",我说的是人对它的认识 ,20200210-20200213,
"
禾歌社_星雨",我记得之前有报道说新冠有hiv基因片段？ ,20200210-20200213,
"
猫匙咖啡",大哥说的对！ ,20200210-20200213,
"
在和谐社会中拼命活着",当初武汉领导可不是这么说的哦！ ,20200210-20200213,
"
X葬ft5800734",连我们这所有小区都戒严了 ,20200210-20200213,
"
狂飙狂飙的蜗牛",早披露早应对! ,20200210-20200213,
"
零--落-",我们小学天天消毒，打扫卫生，课都不上了（当时我们省一例都没有）。 ,20200210-20200213,
"
舒含笑", //@飞氘,20200210-20200213,
"
雁过无声1980",不是说毒性没有sars强吗？ ,20200210-20200213,
"
YORK_761",致死率没SARS高，亦感染，感染后开始症状不明显，且病毒还攻击肺部以外的脏器。这有矛盾？你的语文就这理解？还是杠精本尊？ ,20200210-20200213,
"
Husky689",强百倍？时任卫生部和北京市领导为啥撤掉？ ,20200210-20200213,
"
基海沉浮",原来在我们大中国也可以说真话，说真话多话，为啥总是慌话连篇，都又不是傻子。 ,20200210-20200213,
"
AlbertSYZ",来给sars报仇了 ,20200210-20200213,
"
石家庄_老刘",那个时候一次性口罩还不普及，用棉纱口罩，一人有两个就够了，洗一洗，每天换着戴就行。 ,20200210-20200213,
"
清鹤鸣19932020",是的，那是gdp不到十五万亿，现在一百多万亿了。飞机高铁，连时速200的动车都是高科技。私家车一年销量不到三百万两，传统按键手机发条短信还要一角钱呢！那时人员流动多数就是打工者年底年初回家返城。没有到处跟团游玩的，自驾游更是少。现在，全不是一个量级上的。 ,20200210-20200213,
"
你弄傻啊",终于说真话了 ,20200210-20200213,
"
午后太阳",快70的人，怎么可能头发不白？ ,20200210-20200213,
"
快乐不打烊撒",一会一个说法，不是可防可控吗 ,20200210-20200213,
"
绿绒蒿2020",终于说实话了。 ,20200210-20200213,
"
爱云南的天空",开始武汉政府可不是这么说的啊。唉～ ,20200210-20200213,
"
超-人-先-生",“不会人传人”“有限人传人”“可以人传人”“不是非典，不可能像非典那么严重” ,20200210-20200213,
"
可汗了得",之前不是说可以治愈吗？而且可防可控吗？现在又改口了。 ,20200210-20200213,
"
恩惠hua",什么时候疫情止息了？ ,20200210-20200213,
"
品茶香品投资",谁发明的病毒，确实很厉害。 ,20200210-20200213,
"
阳光-投资A", 意思就是重症患者比SARS更严重。这病毒太可怕了，比SARS-CoV还要可怕,20200210-20200213,
"
菡小熊猫",@GAo_13 ,20200210-20200213,
"
治颈腰椎间盘突出一文医师",建议喝糟酒，应有所缓解。 ,20200210-20200213,
"
张楚倩sherry",可怕 ,20200210-20200213,
"
goatd",三十年后… ,20200210-20200213,
"
youngwilly",没兴趣。谁主张谁去算。 ,20200210-20200213,
"
Rio-Number5",那个老片子没信儿了 ,20200210-20200213,
"
做自己想做的opps",现在说了，，希望大家都能平安度过 ,20200210-20200213,
"
冲动后的烦恼",原湖北省省长 ,20200210-20200213,
"
佛系爱因斯坦",记得前不久还说没有SARS厉害吗？这变的速度真快 ,20200210-20200213,
"
呆是啊呆的呆",都是摸着石头过河 ,20200210-20200213,
"
那个小不啊",因为那时候没有这么多谣言。 ,20200210-20200213,
"
刺猬丶Lt",我们会胜利?????? ,20200210-20200213,
"
你说的启明星",传染比非典快，严重患者比非典严重，轻症患者比非典轻微。 ,20200210-20200213,
"
Django_free",真的是sars大哥 ,20200210-20200213,
"
Django_free",我的妈呀 ,20200210-20200213,
"
金熊的小饼干",没有吧，昨天我看到这条评论下面有怼研究的专家的 ,20200210-20200213,
"
专业带饭三十年",你这是天天坐着磁悬浮逛微博呢 ,20200210-20200213,
"
股海悟行",官方说实话了，这病毒还是挺厉害，大家一定要注意防护，减少走动，不要大意漠视，保护好自己就是给大家做好事。 ,20200210-20200213,
"
黄河_岸边",， ,20200210-20200213,
"
临沂蔚来之星",说实话真好 ,20200210-20200213,
"
youngwilly",新冠的传播方式和非典一样。这次的原因一个是人口流动加大，一个是潜伏期长，症状轻，主要是症状轻。第三就是只能意会了。 ,20200210-20200213,
"
youngwilly",转重症比例相当高？你哪看出来的？ ,20200210-20200213,
"
四川xushu",等不到秋后算账现在就直接更换省市主要领导人，可见形势之严峻~~ ,20200210-20200213,
"
项项项继续转运",。。。。。终于开始说实话了 那如果治愈好了话????后遗症大吗 ,20200210-20200213,
"
太阳下的龟",这确实是自限性疾病，但自限性疾病也有它的致病机理，在被“自限”之前，它会导致呼吸衰竭，会攻击你的心脏。 ,20200210-20200213,
"
C罗我的神",防护 ,20200210-20200213,
"
杨川",不错…至少开始实事求是了… ,20200210-20200213,
"
不想下雨的夏天",一部分人的不作为最终导致了更严重的事态 ,20200210-20200213,
"
吃霸霸666",“可防可控，不会人传人”，这算不算谣言，能不能抓起来 ,20200210-20200213,
"
四季平安无雨无风", 他说的没错。武汉金银潭医院的张院长也这样说了，已经通过媒体在呼吁病愈的患者捐献血浆救治其他病人了。 ,20200210-20200213,
"
春风又红江南岸",希望查清楚来源给历史一个交待?? ?? ?? ,20200210-20200213,
"
ailinlin999999",终于开始说实话了，会慢慢好起来的 ,20200210-20200213,
"
四季平安无雨无风",感觉这次就是一个超级病毒 ,20200210-20200213,
"
何逸峤",加油 ,20200210-20200213,
"
小费有力量",鼓吹吃中药的不一定都是文盲，但文盲都爱吃中药。 ,20200210-20200213,
"
翦翦幽竹",那是因为，很多人到死也没被确诊，不在官方报的新冠死亡人数之内，他们是死于‘’普通肺炎‘’ ,20200210-20200213,
"
涩谷尭深",治愈的基本都是靠自身免疫系统挺过来的年轻人放中老年身上那就是当场戴孝发文哭诉了，这东西求个心里安慰稳定民心就够了上不了台面 ,20200210-20200213,
"
七月流火lym",专家们各抒己见 ,20200210-20200213,
"
涩谷尭深",03年的医疗条件没法跟现在比啊只是横向比较新冠状要是重病了死的比非典快 ,20200210-20200213,
"
怀玺流年",真相终于浮出水面 ,20200210-20200213,
"
6000点上猛加仓",他们的鬼话你也信？还是自己判断比较好 ,20200210-20200213,
"
6000点上猛加仓",刚开始还是捂着????不然现在领导也不会换 ,20200210-20200213,
"
6000点上猛加仓",不是吓唬你????如果你经历过萨斯就知道新关的威力不是吹得 ,20200210-20200213,
"
汷夔",怪这个怪那个就是不怪自己。把你和我放在那个位置可能还不如他们。没有中国人不敢吃的东西。吃各种各样的动物尸体。吃臭肉上生出来的蛆虫。这是大自然对国人的报复，不是针对谁一个人的。有因就有果，发生了什么，会发生什么事佛经上都有记录可以对照。有些事在没发生前佛陀就告诉我们结果了可是谁管啊 ,20200210-20200213,
"
王长昊8989",之前专家否认的事都被证实专家在造谣 ，够日的专家 ,20200210-20200213,
"
涩谷尭深",然而你看湖北控制住了吗？给你来了个人数为摸清，多少潜在未发病的 ,20200210-20200213,
"
故居洛阳",唐志红是装糊涂。 ,20200210-20200213,
"
YuAn-AI-NaUy",虽然，但是我们现在的科技和医疗技术都比03年强很多，人们的意识也是，我们一定尽早度过难关！ ,20200210-20200213,
"
四月是道彩虹糖diu",终于说实话了，每次新闻看到病人的血氧，我看的都揪心，正常95以上你们拍摄的都70多的病人，懂得的人都知道代表着什么 ,20200210-20200213,
"
周游-JoyChow",那为什么公布的致死率比SARS低这么多呢？ ,20200210-20200213,
"
戚英明-四气真理",有科学论文指出新型冠状病毒的传播性比萨斯要强，因为它能气溶胶传播，萨斯没那么强。而且新型冠状病毒能潜伏期传播，萨斯更不能。 ,20200210-20200213,
"
ant-star",当然可防可控，是某些人没防没控 ,20200210-20200213,
"
独角兽020",真正的专家就应该说真话。 ,20200210-20200213,
"
1347投石问鹿",高 ,20200210-20200213,
"
Skadi_Arknights",还在那说互联网呢，你们去查查数据，非典只在北京和广东爆发了，河南到结束总共确诊15人，无人死亡，江西总共确诊1例。还有几个省市没有确诊病例。现在河南确诊1000+，死亡10+，江西也快1000了。这差距多么明显，难道怪互联网吗？如果这次江西也确诊1例，好多省市没病例，大家会这么慌？互联网不背锅 ,20200210-20200213,
"
尘务匆匆",最可怕的是一切猜想都是真的！ ,20200210-20200213,
"
文房四宝之宝",国际病毒协会把这就叫做Sars ,20200210-20200213,
"
围脖上的这个名字不算长吧",高部长不是医生????不懂医疗 ,20200210-20200213,
"
菲月小唐",任何时候都应该实事求是，不做调查啊就没有发言权。 ,20200210-20200213,
"
用户clbcfv7eaa",现在可以用治愈人的血浆治疗了，说效果还很好。 ,20200210-20200213,
"
目标150阿宇",废话连篇 ,20200210-20200213,
"
萌小兔兔丫",那是因为你没在北京 ,20200210-20200213,
"
赵东波956",还有人说自限性 ,20200210-20200213,
"
Deep202002",一定要做好防护 ,20200210-20200213,
"
Y-A-F-2017",不是一直上没有非典危险~啊 ,20200210-20200213,
"
可惜我系金牛座",之前的两个书记，出来走两步 ,20200210-20200213,
"
Bang_777",万人宴真的是害死了湖北人和我们全国的人 一个万人宴得有多少人中招 真的是服 ,20200210-20200213,
"
一片冰心201712",科学认知，科学防控。 ,20200210-20200213,
"
r心平气和",白衣天使加油(?? ????o????)?? ,20200210-20200213,
"
文干部",当年非典盐和板蓝根颗粒哄抢，至今依旧印象深刻。作为广东人的感受是一样有慌的，只是当时没有现在知道得多而已 ,20200210-20200213,
"
itfanr",新浪微博09年有的 ,20200210-20200213,
"
HaSeongWon",再忍一个小时家里的老人就该起啦 ,20200210-20200213,
"
Aaaaa-Bbbbb-Ccccc",我饿了 ,20200210-20200213,
"
HaSeongWon",那你呢 ,20200210-20200213,
"
Aaaaa-Bbbbb-Ccccc",挖槽 你还没有睡！！ ,20200210-20200213,
"
HaSeongWon",哈哈哈哈哈哈哈哪都有他啊！！真的是操碎心呐 ,20200210-20200213,
"
狂野萌猫",一，现在几乎每人一部智能手机网络传播快，而且有现场视频看到，二网络谣言传播更快更大，让事件让人觉得很严重，产生了人心慌慌的影响！三是刚好发生在春运期间，上亿人赶着回家过年，都处于休闲有空的时间，更多的人关注到，四非典那时几乎没有网络传播，速度慢！ ,20200210-20200213,
"
LIXDASTIC",“可防可控没有sars严重” ,20200210-20200213,
"
情恨茫茫",别和砖家顶嘴行不哈哈?? ,20200210-20200213,
"
夏天什么的最喜欢了",@养小狐狸的大喵喵 现在开始听到真话了，真的怕了 ,20200210-20200213,
"
情恨茫茫",估计死比了走毛线 ,20200210-20200213,
"
情恨茫茫",听几个什么山的啊?? ,20200210-20200213,
"
情恨茫茫",怕怕的 ,20200210-20200213,
"
情恨茫茫",我想问问板砖砖家还要几个拐点啊 ,20200210-20200213,
"
情恨茫茫",?? ,20200210-20200213,
"
血气方刚好男儿_",好像就如他所说。。 ,20200210-20200213,
"
情恨茫茫",指定是啊我也下下你 ,20200210-20200213,
"
OneF-Lin",?????? ,20200210-20200213,
"
思考中的发呆",可防可控爷，你特么出来走两步 ,20200210-20200213,
"
lodding",以前不讲。 ,20200210-20200213,
"
脚印啦啦啦啦啦",这样啊 ,20200210-20200213,
"
cl_sc",@王-小 ,20200210-20200213,
"
如轩许忆",这么多年，政治制度没怎么改革，能解决问题? ,20200210-20200213,
"
陌伴青年",之前谁说的没有SARS厉害，这下答案来了，他怼了你 ,20200210-20200213,
"
summery-busy",也就是说它比SARS 死亡率高而且死的快是这意思吗？哎呦，。前些日子不是一直说它没有SARS厉害吗？这玩意儿，，，，可咋整？ ,20200210-20200213,
"
千峰27",你再去看看，一个是病毒名称，一个是病毒导致的疾病名称。 ,20200210-20200213,
"
物理老头的粉丝",实初哥哥怎么还不献上治疗时疫的方子 ,20200210-20200213,
"
星空1984之初冬",支持 ,20200210-20200213,
"
一湮风雨",这样的真话说出来，又会增加一部分人的恐惧！不说出来，又会让一部分人疏于防范，总觉得自己是幸运的，不会轻易被感染！希望正确对待吧，疫情早点过去！ ,20200210-20200213,
"
玩物尚志阿甘",人民日报说中药效果很好 ,20200210-20200213,
"
天下无双by廖仕东",老铁加油啊中国铁路？ ,20200210-20200213,
"
头发浓密的freak",病毒真是太精了，这是进化出智商了么 ,20200210-20200213,
"
苏晓峰-",新冠肺炎比SARS厉害 ,20200210-20200213,
"
med你的名字我的姓氏",这实际上是【专业术语】了，说法其实没有毛病的， ,20200210-20200213,
"
浪漫血液41016",大哥，我做奶茶你喝 ,20200210-20200213,
"
沙漠泛青",如果是自限性的，很多药是助纣为虐，只能好好养护，提高自身意志。 ,20200210-20200213,
"
Yeolyxx",介不四猫狐妹妹吗！好神奇在这里看见你 ,20200210-20200213,
"
思思Susie",疫情没结束之前最终死亡率是统计不出来的，现在重症病例有很多很多 ,20200210-20200213,
"
聶小甜",新闻每次没有说将因这个病毒死的人尸体如何处置的 ,20200210-20200213,
"
Aaaaa-Bbbbb-Ccccc",本来不想评论什么的，结果我在热搜第一名看到了位熟悉的大哥@HaSeongWon ,20200210-20200213,
"
沈阳阳ShineYoung",呵呵 不是说没非典厉害吗 ,20200210-20200213,
"
弗兰的野望",@l法兰西多士l ,20200210-20200213,
"
有点FC",是传播力不在一个级别！非典仅限于口沫接触传播，而且潜伏期短，发病快毒性强！猛但很容易排查！这个新冠气溶胶下水道通风管道都能传播，潜伏期长，更要命是还有无症状患者，毒性相对弱，重症死亡基本是老弱病残！ ,20200210-20200213,
"
Sophie的随语",都是某些领导不作为，抓“造谣者”却雷厉风行速度很快 ,20200210-20200213,
"
溜溜的鱼丸",这……SRAS2.0？@烤柿狂魔畢叭叭 （要继续高警惕小心啊！ ,20200210-20200213,
"
有点FC",正常？我这个生物专业毕业从事与专业无关的人都知道病毒夸物种变异的后果有多严重！连医生都发现不对劲作为一个疾控专家口头否定也就算了，背地里是不是要作犯范部署？ ,20200210-20200213,
"
人间美丽水煮鱼",有微博真的本科率这么低吗？呼吸衰竭比萨斯严重，不是比萨斯严重也不是比萨斯难治。 ,20200210-20200213,
"
不是你的61315",这人真的是医生吗？ ,20200210-20200213,
"
人间美丽水煮鱼",有些人的理解能力真是让人无语。微博真的本科率这么低吗？呼吸衰竭比萨斯严重，不是比萨斯严重也不是比萨斯难治。最赞简直让人怀疑九年义务教育的落实程度 ,20200210-20200213,
"
海绵宝宝我的儿呀",非典死亡率10%，新冠差的远着呢？所以专家你的意思是还有存量死亡病例？ ,20200210-20200213,
"
海绵宝宝我的儿呀",非典死亡率10% ,20200210-20200213,
"
弹棉花的陈二郎",官僚主义依旧严重 ,20200210-20200213,
"
liuuu_今天有猫了吗",很多死亡病例本身就有各种基础疾病，就是因为本身免疫力低下难以抵抗病毒侵袭，血氧饱和度低了，脏器受损很快的 ,20200210-20200213,
"
念观世音",?? 《大乘妙法莲华经》大乘妙法莲华经??????方便品第二?? ,20200210-20200213,
"
shi组_Yeting",@Dystopia地 请尊重新冠！ ,20200210-20200213,
"
维清weiqing",需要区分，武汉和武汉之外的，因为两者之间的环境和心态不同。武汉是搞砸的地方，只有武汉之外的才是正常的病毒传染特性。武汉因为早期的无序造成混乱，大多数感染者的身体早就崩溃了，没有免疫力的躯体，成了病毒泛滥的地方是自然的。 ,20200210-20200213,
"
隐于市的香香洋",现在的医疗条件比17年前强太多了 ,20200210-20200213,
"
CodeWithKeyu",非典官方说内地死亡才三四百例，最早的是02年从十一月份开始，一直到2003四月才官方宣布sars。2月份的时候，广东有超五万人的足球比赛，还有演唱会，防控完全放松好几个月，它就是发育都发育不起来 ,20200210-20200213,
"
兔兔侠爱猪猪侠",临床医生说的很清楚，重症患者不光是呼吸衰竭，是全身多脏器衰竭。ECMO基本没效果。而且这个病毒转重症的比例非常高。所以一定一定一定要做好防护。 ,20200210-20200213,
"
CodeWithKeyu",非典当时官方的数据，内地死亡才四百多例，sars在新冠面前就是弟弟中的弟弟...sars没有封城，从02年十一月份开始，一直到六月份，还没新冠一个月做的多03年2月广东还有超过五万人的足球赛，罗大佑演唱会，中小学按时开学。都没新冠厉害... ,20200210-20200213,
"
綿羊楠",@牧羊犬n ,20200210-20200213,
"
隐于市的香香洋",妈呀，刚看到这条。瞬间不难理解小区突然增强了管理力度（凭出入证出入，一户一张）。社区居委会压力大呀让我们一起做到好好保护自己 ,20200210-20200213,
"
菠菜的家",人民不傻，老百姓不笨。我们早就分析出来了，这次无论是从传播速度、传播范围……都比上次凶猛。 ,20200210-20200213,
"
在路上and漂泊的白云",那些说可防可控在哪里呢？那些人为什么还没被严惩呢？尽管没有直接害人，但是因为你们这些专家一家话，让疫情快速蔓延，让更多医护和病人感染！你们是罪人，只是没有拿刀那样直接杀人！但是真的让很多人没有及时治疗就死了！！！ ,20200210-20200213,
"
在路上and漂泊的白云",那些说可防可控在哪里呢？那些人为什么还没被严惩呢？尽管没有直接害人，但是因为你们这些专家一家话，让疫情快速蔓延，让更多医护和病人感染！你们是罪人，只是没有拿刀那样直接杀人！但是真的让很多人没有及时治疗就死了！！！严惩！ ,20200210-20200213,
"
ImVale",吃lao饭呢吧 ,20200210-20200213,
"
深海潜伏者111",高福呢？ ,20200210-20200213,
"
夜静人声碎","""进展""一词用在这儿感觉怪怪的…… ",20200210-20200213,
"
我才是真的小兔软糖",???? ,20200210-20200213,
"
·l我天呐l·",@Alex_Pia ,20200210-20200213,
"
X刂X氵",早点公开，大家会重视，很严重，才会引起重视 ,20200210-20200213,
"
护城河的阿尔",如果李小龙站着不动给我打 李小龙确实是打不过我的 ,20200210-20200213,
"
想当良工的三炁先生",各有特点吧，sars的症状比新冠要重很多，重症的几乎没有活过来的，新冠的病情进展期较sars要迅速，突出传染性强。如果病情进展期已经开始又得不到及时治疗，14天肺基本就白了。无法想象封城后的武汉，医院资源极度匮乏，那些得不到救治的人…… ,20200210-20200213,
"
萌-Mandy-萌",所以啊，官方请不要再拿这次的新冠肺炎和17年前的SARS做比较了好吗????所有有眼睛的民众应该都能看到这次的2019新冠肺炎有多严重，发病极快，致死率也很高??有做比较的功夫，多研究一下怎样减低致死率、提高治愈率吧 ,20200210-20200213,
"
半岛忆雪",换了领导后，发布会的口风都变了，实话实说就好 ,20200210-20200213,
"
今年会很酷",沙币！哪都有你?????? ,20200210-20200213,
"
五子岚山风",哈哈哈 ,20200210-20200213,
"
不语hh",那时候主要就是广东和北京 ,20200210-20200213,
"
永远年轻继续革命",老子抽了两包烟也没想明白 到底谁说的是真的 ,20200210-20200213,
"
MOYOUKU",我自己理解是这个病毒比较狡猾，面对身体好的症状就很轻微，让你活着到处传染别人，甚至有些自己就好了。遇到身体有问题的，就果断出手。SARS就比较愣，不区分体质全都出手，导致传播力不行，但对每个人都很危险。 ,20200210-20200213,
"
凉拌地豆",躲起来避风头了 ,20200210-20200213,
"
夢碎得很徹底",专家说的也没错，新冠携带即传染，潜伏期长得不到及时治疗，但确诊后治愈率高，非典发病才传染，随即快速转入危重，很多来不及治疗，这次春运是传染的媒介之一，还有就是信息透明化，部分人知情后逃离，瞒报，传染率和死亡率不能相提并论（家里有曾经在非典一线抗战的医生） ,20200210-20200213,
"
趙小菓",之前一直说只是传染的比较快，但是不如sars厉害。 ,20200210-20200213,
"
不眠之夜abc",可见说实话有多难 ,20200210-20200213,
"
远远Best",李文亮医生事件调查的怎么样了 ,20200210-20200213,
"
刁蛮任性不给呀",<(。_。)> ,20200210-20200213,
"
暖暖学苑",临睡前的绝望 ,20200210-20200213,
"
晋宇晋琛",才看一个报道，一个人因为胃痛就医，一去检查是新冠，还不到一天就去世了。 ,20200210-20200213,
"
xy画扇",病毒可不等着，一直祸害人呢 ,20200210-20200213,
"
哣哣釘",我那时在广州读初中 慌得一批 可能不在疫区的感觉没那么深吧 ,20200210-20200213,
"
夢碎得很徹底",小心他们群殴你，我看了半天都没敢笑 ,20200210-20200213,
"
Kkmarrier",哎，因为非典基因比新冠病毒多了3条，所以新冠病毒复制粘贴很快，治疗难，控制难，容易攻击其他器官，但是不容易病死，当面非典只有在广东和北京，没有扩散其他省份，影响不大，所以综合看来新冠病毒难治愈就这么来的 ,20200210-20200213,
"
抬头望月怀远丶a",冷静的很 ,20200210-20200213,
